//Climbing the Citadel
//sprites
//sprite ID, file ID, x, y, w, h, rotx, roty,scale, alpha,angle,name, layer, framecount
25, 7, 0, 0, 800, 597, 0, 0, 1, 220, 0, mountain, 0, 0, 0

//wedges for snow surface profile - layer 5
26, 9, 0, 0, 128, 128, 128, 0, 1, 255, 0, 128x128up, 5, 0, 0
27, 9, 128, 16, 128, 112, 112, 0, 1, 255, 0, 128x112up, 5, 0, 0
28, 9, 256, 32, 128, 96, 96, 0, 1, 255, 0, 128x96up, 5, 0, 0
29, 9, 384, 48, 128, 80, 80, 0, 1, 255, 0, 128x80up, 5, 0, 0

30, 9, 0, 176, 128, 80, 0, 80, 1, 255, 0, 128x80down, 5, 0, 0
31, 9, 128, 160, 128, 96, 0, 96, 1, 255, 0, 128x96down, 5, 0, 0
32, 9, 256, 144, 128, 112, 0, 112, 1, 255, 0, 128x112down, 5, 0, 0
33, 9, 384, 128, 128, 128, 0, 128, 1, 255, 0, 128x128down, 5, 0, 0

34, 9, 0, 256, 128, 64, 64, 0, 1, 255, 0, 128x64up, 5, 0, 0
35, 9, 128, 272, 128, 48, 48, 0, 1, 255, 0, 128x48up, 5, 0, 0
36, 9, 256, 288, 128, 32, 32, 0, 1, 255, 0, 128x32up, 5, 0, 0
37, 9, 384, 304, 128, 16, 16, 0, 1, 255, 0, 128x16up, 5, 0, 0

38, 9, 0, 368, 128, 16, 0, 16, 1, 255, 0, 128x16down, 5, 0, 0
39, 9, 128, 352, 128, 32, 0, 32, 1, 255, 0, 128x32down, 5, 0, 0
40, 9, 256, 334, 128, 48, 0, 48, 1, 255, 0, 128x48down, 5, 0, 0
41, 9, 384, 320, 128, 64, 0, 64, 1, 255, 0, 128x64down, 5, 0, 0
42, 9, 0, 384, 128, 128, 0, 0, 1, 255, 0, square, 5, 0, 0

//animated test circle
43, 10, 0, 0, 130, 130, 65, 65, 1, 255, 0, anim_circle, 6, 8, 0.5
44, 10, 0, 0, 130, 130, 65, 65, 1, 255, 0, anim_circle, 6, 8, 0.1

//wedges for snow surface profile - layer 4
45, 8, 0, 0, 128, 128, 128, 0, 1, 255, 0, 128x128up, 4, 0, 0
46, 8, 128, 16, 128, 112, 112, 0, 1, 255, 0, 128x112up, 4, 0, 0
47, 8, 256, 32, 128, 96, 96, 0, 1, 255, 0, 128x96up, 4, 0, 0
48, 8, 384, 48, 128, 80, 80, 0, 1, 255, 0, 128x80up, 4, 0, 0

49, 8, 0, 176, 128, 80, 0, 80, 1, 255, 0, 128x80down, 4, 0, 0
50, 8, 128, 160, 128, 96, 0, 96, 1, 255, 0, 128x96down, 4, 0, 0
51, 8, 256, 144, 128, 112, 0, 112, 1, 255, 0, 128x112down, 4, 0, 0
52, 8, 384, 127, 128, 128, 0, 128, 1, 255, 0, 128x128down, 4, 0, 0

53, 8, 0, 256, 128, 64, 64, 0, 1.05, 255, 0, 128x64up, 4, 0, 0
54, 8, 128, 272, 128, 48, 48, 0, 1.05, 255, 0, 128x48up, 4, 0, 0
55, 8, 256, 288, 128, 32, 32, 0, 1, 255, 0, 128x32up, 4, 0, 0
56, 8, 384, 304, 128, 16, 16, 0, 1, 255, 0, 128x16up, 4, 0, 0

57, 8, 0, 368, 128, 16, 0, 16, 1, 255, 0, 128x16down, 4, 0, 0
58, 8, 128, 352, 128, 32, 0, 32, 1, 255, 0, 128x32down, 4, 0, 0
59, 8, 256, 334, 128, 48, 0, 48, 1, 255, 0, 128x48down, 4, 0, 0
60, 8, 384, 320, 128, 64, 0, 64, 1, 255, 0, 128x64down, 4, 0, 0
61, 8, 0, 384, 128, 128, 0, 0, 1, 255, 0, square, 4, 0, 0

//wedges for snow surface profile - layer 6
62, 11, 0, 0, 128, 128, 128, 0, 1, 255, 0, 128x128up, 6, 0, 0
63, 11, 128, 16, 128, 112, 112, 0, 1, 255, 0, 128x112up, 6, 0, 0
64, 11, 256, 32, 128, 96, 96, 0, 1, 255, 0, 128x96up, 6, 0, 0
65, 11, 384, 48, 128, 80, 80, 0, 1, 255, 0, 128x80up, 6, 0, 0

66, 11, 0, 176, 128, 80, 0, 80, 1, 255, 0, 128x80down, 6, 0, 0
67, 11, 128, 160, 128, 96, 0, 96, 1, 255, 0, 128x96down, 6, 0, 0
68, 11, 256, 144, 128, 112, 0, 112, 1, 255, 0, 128x112down, 6, 0, 0
69, 11, 384, 128, 128, 128, 0, 128, 1, 255, 0, 128x128down, 6, 0, 0

70, 11, 0, 256, 128, 64, 64, 0, 1.05, 255, 0, 128x64up, 6, 0, 0
71, 11, 128, 272, 128, 48, 48, 0, 1.05, 255, 0, 128x48up, 6, 0, 0
72, 11, 256, 288, 128, 32, 32, 0, 1, 255, 0, 128x32up, 6, 0, 0
73, 11, 384, 304, 128, 16, 16, 0, 1, 255, 0, 128x16up, 6, 0, 0

74, 11, 0, 368, 128, 16, 0, 16, 1, 255, 0, 128x16down, 6, 0, 0
75, 11, 128, 352, 128, 32, 0, 32, 1, 255, 0, 128x32down, 6, 0, 0
76, 11, 256, 334, 128, 48, 0, 48, 1, 255, 0, 128x48down, 6, 0, 0
77, 11, 384, 320, 128, 64, 0, 64, 1, 255, 0, 128x64down, 6, 0, 0

78, 11, 0, 384, 128, 128, 0, 0, 1, 255, 0, square, 6, 0, 0

79, 12, 20, 3, 336, 296, 0, 0, 1, 255, 0, health, 8, 0, 0
80, 13, 2, 2, 364, 261, 0, 0, 1, 255, 0, level, 8, 0, 0
81, 13, 2, 265, 442, 70, 0, 0, 1, 255, 0, score, 8, 0, 0
82, 6, 65, 1, 52, 60, 91, 31, 1, 255, 0, stickman, 5, 0, 0
83, 15, 0, 0, 160, 120, 80, 100, 1, 255, 0, james_reverse, 5, -6, .1

//red ball
84, 4, 0,  273, 68, 67, 34, 306, 1, 255, 0, red_ball, 6, 0, 0

85, 16, 0, 0, 120, 120, 60, 60, 1, 255, -1.57, sm_sled_l, 6, 6, .2

//snow wedge icicles - up slope
86, 8, 73, 383, 160, 130, 0,0,1,255,0,overlap_4a,4,0,0
87, 9, 73, 383, 160, 130, 0,0,1,255,0,overlap_5a,4,0,0
88, 11, 73, 383, 160, 130, 0,0,1,255,0,overlap_6a,4,0,0

//snow wedge icicles - down slope
89, 8, 276, 383, 160, 130, 0,0,1,255,0,overlap_4b,4,0,0
90, 9, 276, 383, 160, 130, 0,0,1,255,0,overlap_5b,4,0,0
91, 11, 276, 383, 160, 130, 0,0,1,255,0,overlap_6b,4,0,0
92, 21, 0, 0, 160, 98, 40, 25, .25, 255, 0, w_walk_l, 5, 6, .8
93, 6, 0, 0, 160, 120, 40, 30, .25, 255, 0, bhs_walk_l, 5, 6, .4
94, 22, 0, 0, 120, 120, 0, 0, 1, 255, 0, sign_l1, 7,0,0
95, 22, 120, 0, 120, 120, 0, 0, 1, 255, 0, sign_l2, 7,0,0
96, 22, 240, 0, 120, 120, 0, 0, 1, 255, 0, sign_l3, 7,0,0
97, 22, 360, 0, 120, 120, 0, 0, 1, 255, 0, sign_l4, 7,0,0
98, 22, 480, 0, 120, 120, 0, 0, 1, 255, 0, sign_l5, 7,0,0

99, 23, 0, 0, 120, 120, 0, 0, 1.2, 255, 0, alt_sign_l1, 7,0,0
100, 23, 120, 0, 120, 120, 0, 0, 1.2, 255, 0, alt_sign_l2, 7,0,0
101, 23, 240, 0, 120, 120, 0, 0, 1.2, 255, 0, alt_sign_l3, 7,0,0
102, 23, 360, 0, 120, 120, 0, 0, 1.2, 255, 0, alt_sign_l4, 7,0,0
103, 23, 480, 0, 120, 120, 0, 0, 1.2, 255, 0, alt_sign_l5, 7,0,0
104, 12, 3, 4, 11, 154, 0, 0, 1, 255, 0, healthbar, 7, 0, 0

105, 25, 0, 0, 1024, 768, 0, 0, 1, 255, 0, howtoclimb, 8, 0, 0
106, 27, 0, 0, 685, 279, 0, 0, 1, 255, 0, gameover, 8, 0, 0

//You win..animated vertically 9 frames
107, 26, 0, 0, 790, 168, 0, 0, 1, 255, 0, win0, 8, 0, 0
108, 26, 0, 168, 790, 168, 0, 0, 1, 255, 0, win1, 8, 0, 0
109, 26, 0, 336, 790, 168, 0, 0, 1, 255, 0, win2, 8, 0, 0
110, 26, 0, 504, 790, 168, 0, 0, 1, 255, 0, win3, 8, 0, 0
111, 26, 0, 672, 790, 168, 0, 0, 1, 255, 0, win4, 8, 0, 0
112, 26, 0, 840, 790, 168, 0, 0, 1, 255, 0, win5, 8, 0, 0
113, 26, 0, 1008, 790, 168, 0, 0, 1, 255, 0, win6, 8, 0, 0
114, 26, 0, 1176, 790, 168, 0, 0, 1, 255, 0, win7, 8, 0, 0
115, 26, 0, 1344, 790, 168, 0, 0, 1, 255, 0, win8, 8, 0, 0

//in between level countdown prompts
116, 28, 0, 3, 552, 349, 0, 0, 1, 255, 0, next1, 8, 0, 0
117, 29, 0, 3, 552, 349, 0, 0, 1, 255, 0, next2, 8, 0, 0
118, 30, 0, 3, 552, 349, 0, 0, 1, 255, 0, next3, 8, 0, 0

119, 31, 0, 0, 160, 120, 80, 60, 1, 255, 0, present, 7, 6, .2
120, 12, 16, 406, 542, 64, 0, 0, 1, 255, 0, time, 8, 0, 0

121, 32, 0, 0, 160, 120, 80, 60, 1, 255, 0, stocking,7, 6, .2

122, 33, 0, 0, 134, 134, 134, 134, 1, 255, 0, hj_victory, 7, 6, .15
